"","USER_ID","AgeGroup","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","Party"
"34",66,"45-54","Female","$50,000 - $74,999","Married (w/kids)","Bachelor's Degree","No","No","No","Yes","Yes","Yes","Public","Yes","Yes","No","Yes","No","No","Yes","Science","Try first","No","No","No","No","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Right","Yes","Yes","Yes","No","A.M.","Yes","Start","Yes","Yes","Me","Yes","No","Yes","Yes","No","Mysterious","No","Yes","Talk","Technology","Yes","Yes","Yes","No","No","Demanding","No","Mac","No","Cautious","No","Yes!","No","Space","Yes","Online","Yes","No","Yes","Yes","Yay people!","Yes","Yes","No","Yes","No","Yes","No","No","No","Yes","Yes","No","Own","Pessimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Only-child","Yes","Yes","No","Democrat"
"35",67,"45-54","Male","$100,001 - $150,000","Married (w/kids)","High School Diploma","No","Yes","No","Yes","No","Yes","Public","No","No","No","No","Yes","No","Yes","Science","Try first","No","Yes","No","No","Giving","No","Yes","Pragmatist","Yes","No","Cool headed","Standard hours","No","Happy","No","Yes","Yes","Yes","P.M.","Yes","End","Yes","Yes","Me","No","No","Yes","No","Yes","TMI","No","No","Tunes","People","Yes","No","Yes","Yes","No","Supportive","Yes","Mac","No","Risk-friendly","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","No","Yay people!","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","No","Yes","No","Yes","No","Yes","Yes","Republican"
"36",69,"Over65","Male","over $150,000","Married (w/kids)","Doctoral Degree","Yes","No","No","No","No","Yes","Public","No","Yes","No","No","No","Yes","Yes","Science","Study first","Yes","Yes","No","No","Giving","Yes","No","Pragmatist","No","No","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","Yes","Circumstances","No","No","Yes","No","No","Mysterious","No","Yes","Talk","Technology","Yes","No","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","No","No","No","Yes","No","No","No","No","Own","Optimist","Dad","No","Yes","Yes","No","Nope","Yes","No","No","Yes","No","No","Yes","No","No","Yes","Republican"
"37",70,"55-64","Male","$75,000 - $100,000","Married (w/kids)","Current K-12","No","No","No","Yes","No","Yes","Public","No","Yes","No","No","No","No","No","Science","Try first","Yes","No","No","No","Giving","Yes","Yes","Idealist","No","No","Cool headed","Odd hours","Yes","Right","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","Yes","Me","Yes","No","No","Yes","No","Mysterious","Yes","No","Talk","Technology","Yes","No","Yes","Yes","No","Supportive","No","PC","Yes","Risk-friendly","No","Umm...","No","Socialize","No","In-person","Yes","Yes","Yes","No","Yay people!","Yes","Yes","No","No","Yes","Yes","No","No","No","Yes","No","Yes","Own","Optimist","Dad","Yes","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","Republican"
"38",71,"35-44","Male","$75,000 - $100,000","Domestic Partners (w/kids)","Bachelor's Degree","Yes","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","Yes","Yes","No","No","Giving","No","Yes","Idealist","No","Yes","Cool headed","Odd hours","No","Happy","No","Yes","Yes","No","P.M.","Yes","End","Yes","Yes","Me","Yes","Yes","Yes","Yes","No","Mysterious","Yes","No","Talk","People","Yes","No","Yes","Yes","No","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","Yes","Space","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","Own","Optimist","Mom","Yes","No","No","Yes","Nope","Yes","No","No","No","Yes","Yes","Yes","No","Yes","Yes","Republican"
"39",73,"25-34","Female","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","No","Yes","No","No","No","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Art","Try first","Yes","No","Yes","No","Giving","No","Yes","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Circumstances","No","No","Yes","No","No","TMI","No","No","Tunes","People","No","No","Yes","No","Yes","Supportive","No","Mac","No","Cautious","Yes","Yes!","No","Socialize","Yes","In-person","Yes","Yes","Yes","Yes","Yay people!","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Democrat"
"40",75,"35-44","Female","$75,000 - $100,000","Single (no kids)","Master's Degree","No","No","No","Yes","No","Yes","Public","Yes","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","Yes","Yes","Giving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","No","Yes","No","Yes","A.M.","Yes","End","Yes","No","Circumstances","No","No","No","Yes","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","No","Yes","Supportive","Yes","PC","Yes","Risk-friendly","No","Umm...","No","Space","Yes","In-person","Yes","No","Yes","No","Grrr people","Yes","Yes","No","No","Yes","No","No","No","No","Yes","No","Yes","Own","Optimist","Dad","No","Yes","No","Yes","Nope","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","Democrat"
"41",76,"55-64","Male","$100,001 - $150,000","Married (no kids)","Bachelor's Degree","No","No","No","Yes","No","No","Public","No","Yes","No","No","No","No","Yes","Art","Study first","Yes","Yes","Yes","Yes","Giving","Yes","Yes","Idealist","No","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","End","Yes","Yes","Circumstances","No","No","Yes","No","No","Mysterious","No","No","Talk","Technology","No","No","No","Yes","No","Supportive","No","Mac","No","Cautious","No","Umm...","No","Space","Yes","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","No","Yes","Yes","No","No","Yes","No","No","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","Republican"
"42",77,"25-34","Male","$75,000 - $100,000","Domestic Partners (no kids)","High School Diploma","Yes","No","No","Yes","Yes","No","Private","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","No","No","Yes","No","Giving","Yes","No","Idealist","No","No","Cool headed","Odd hours","No","Happy","Yes","No","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","No","Yes","No","Yes","Yes","Mysterious","No","No","Tunes","People","No","Yes","Yes","Yes","Yes","Supportive","No","Mac","Yes","Risk-friendly","No","Umm...","No","Space","No","In-person","No","No","Yes","Yes","Yay people!","Yes","No","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Own","Optimist","Dad","No","No","No","Yes","Nope","Yes","No","No","No","Yes","No","Yes","Yes","No","Yes","Democrat"
"43",78,"55-64","Male","over $150,000","Married (w/kids)","Master's Degree","No","No","No","Yes","No","Yes","Public","No","No","No","No","No","Yes","Yes","Science","Study first","No","Yes","No","Yes","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","Yes","Right","Yes","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Me","Yes","No","Yes","No","No","Mysterious","No","Yes","Talk","People","Yes","No","Yes","No","Yes","Supportive","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","Yes","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Democrat"
"44",79,"18-24","Male","$75,000 - $100,000","Single (no kids)","High School Diploma","No","Yes","No","Yes","No","Yes","Public","No","No","No","No","Yes","No","Yes","Art","Study first","No","No","Yes","No","Receiving","No","Yes","Idealist","No","Yes","Hot headed","Standard hours","No","Happy","No","Yes","Yes","No","P.M.","Yes","End","Yes","No","Me","Yes","No","Yes","Yes","No","Mysterious","No","Yes","Tunes","Technology","Yes","Yes","No","Yes","No","Demanding","No","PC","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","Yes","No","Yes","No","Grrr people","No","No","No","No","Yes","Yes","Yes","No","No","Yes","No","No","Rent","Pessimist","Mom","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Republican"
"45",82,"55-64","Male","$75,000 - $100,000","Married (w/kids)","Associate's Degree","No","Yes","No","Yes","Yes","No","Public","No","Yes","No","No","Yes","No","Yes","Art","Try first","No","Yes","No","No","Receiving","Yes","Yes","Pragmatist","No","Yes","Hot headed","Standard hours","Yes","Happy","Yes","Yes","Yes","Yes","A.M.","Yes","Start","Yes","Yes","Circumstances","Yes","No","Yes","No","No","Mysterious","No","No","Talk","People","No","Yes","Yes","Yes","No","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","No","Online","Yes","Yes","Yes","Yes","Grrr people","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Own","Optimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","No","Yes","No","Yes","No","No","No","Democrat"
"46",83,"25-34","Male","over $150,000","Single (no kids)","Current Undergraduate","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","Yes","No","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Me","Yes","No","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","Yes","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Yay people!","Yes","No","Yes","No","No","Yes","Yes","No","No","No","No","No","Rent","Optimist","Dad","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Democrat"
"47",84,"45-54","Male","$50,000 - $74,999","Married (w/kids)","Master's Degree","Yes","Yes","No","Yes","No","No","Public","No","Yes","No","No","No","Yes","Yes","Science","Try first","No","No","Yes","No","Giving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Odd hours","Yes","Happy","Yes","No","Yes","No","A.M.","Yes","Start","Yes","Yes","Circumstances","No","No","No","No","No","Mysterious","No","No","Tunes","People","Yes","No","Yes","No","No","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","No","No","Yes","Yes","No","No","Yes","Yes","No","Own","Optimist","Mom","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","Republican"
"48",85,"35-44","Female","under $25,000","Single (w/kids)","Master's Degree","Yes","Yes","No","Yes","No","No","Public","Yes","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Me","Yes","Yes","Yes","No","No","Mysterious","No","No","Talk","Technology","No","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","Yes","Yes!","Yes","Space","No","Online","Yes","No","Yes","No","Grrr people","Yes","No","No","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Own","Pessimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Democrat"
"49",86,"35-44","Male","$75,000 - $100,000","Married (w/kids)","High School Diploma","Yes","Yes","No","Yes","No","No","Public","Yes","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","Yes","Yes","No","Giving","No","Yes","Idealist","Yes","Yes","Hot headed","Odd hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","End","Yes","Yes","Me","Yes","Yes","Yes","Yes","No","TMI","Yes","No","Talk","People","Yes","No","Yes","Yes","No","Demanding","No","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","Yes","No","No","No","No","No","No","Yes","Yes","No","Yes","Own","Optimist","Dad","No","No","Yes","Yes","Nope","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Republican"
"50",88,"45-54","Male","$75,000 - $100,000","Married (no kids)","Associate's Degree","No","No","No","Yes","Yes","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","No","No","No","No","Giving","No","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","No","End","No","No","Me","No","Yes","Yes","No","No","Mysterious","Yes","Yes","Tunes","People","No","Yes","Yes","No","No","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","No","Yes","Yes","No","Yay people!","Yes","No","Yes","Yes","No","Yes","No","Yes","No","No","No","No","Own","Pessimist","Dad","No","No","Yes","No","Nope","Yes","No","Yes","Yes","No","No","Yes","No","No","No","Democrat"
"51",89,"18-24","Male","under $25,000","Single (no kids)","Current Undergraduate","No","Yes","No","No","No","Yes","Private","No","Yes","No","Yes","Yes","Yes","Yes","Art","Study first","Yes","Yes","Yes","Yes","Giving","Yes","Yes","Idealist","No","Yes","Cool headed","Odd hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Me","No","Yes","No","Yes","No","TMI","No","No","Tunes","People","Yes","Yes","Yes","No","No","Supportive","No","Mac","No","Cautious","Yes","Yes!","No","Socialize","Yes","In-person","No","No","Yes","Yes","Yay people!","No","No","No","Yes","No","Yes","Yes","No","No","No","Yes","No","Rent","Optimist","Dad","No","Yes","Yes","Yes","Check!","No","No","No","No","Yes","Yes","Yes","No","Yes","No","Democrat"
"52",90,"18-24","Male","over $150,000","Single (no kids)","Current Undergraduate","No","Yes","No","No","No","Yes","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Study first","No","Yes","Yes","No","Giving","No","Yes","Idealist","No","No","Cool headed","Standard hours","No","Happy","No","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Circumstances","No","No","Yes","Yes","No","Mysterious","No","No","Talk","People","Yes","No","Yes","No","Yes","Demanding","No","PC","No","Cautious","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","No","Yes","Yes","No","No","No","Yes","No","Own","Optimist","Dad","No","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","Republican"
"53",94,"18-24","Female","under $25,000","Single (no kids)","Current K-12","No","Yes","No","No","No","Yes","Public","No","No","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","No","Yes","Receiving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","No","No","No","P.M.","Yes","Start","Yes","No","Circumstances","No","Yes","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","No","Yes","Supportive","No","Mac","No","Cautious","Yes","Yes!","No","Space","Yes","Online","No","No","Yes","Yes","Grrr people","No","No","No","No","No","No","Yes","No","No","No","No","No","Own","Optimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","No","Yes","No","Yes","Yes","No","No","Republican"
"54",95,"18-24","Male","over $150,000","Single (no kids)","Current Undergraduate","No","Yes","No","No","Yes","Yes","Public","No","Yes","Yes","No","No","No","Yes","Science","Study first","Yes","Yes","Yes","Yes","Giving","Yes","Yes","Idealist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","No","Yes","No","Yes","No","TMI","Yes","No","Tunes","People","No","Yes","Yes","No","No","Supportive","No","Mac","No","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","No","Yay people!","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","No","Rent","Optimist","Dad","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Republican"
"55",97,"55-64","Male","$50,000 - $74,999","Single (w/kids)","Bachelor's Degree","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","No","Yes","Yes","No","A.M.","Yes","Start","Yes","Yes","Me","No","Yes","Yes","Yes","Yes","Mysterious","Yes","No","Talk","People","No","No","Yes","Yes","No","Demanding","No","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","Own","Optimist","Dad","Yes","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Democrat"
"56",98,"25-34","Female","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","No","Yes","No","No","No","Yes","Public","No","No","No","No","Yes","Yes","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","No","No","Idealist","No","Yes","Cool headed","Odd hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","No","Yes","No","TMI","No","No","Tunes","Technology","No","No","Yes","Yes","No","Supportive","No","PC","No","Cautious","No","Yes!","No","Socialize","No","Online","No","Yes","Yes","Yes","Grrr people","No","No","Yes","No","No","No","Yes","No","No","No","Yes","No","Rent","Optimist","Dad","No","No","Yes","Yes","Nope","No","No","No","Yes","Yes","No","Yes","No","No","Yes","Democrat"
"57",99,"18-24","Male","$100,001 - $150,000","Single (no kids)","Current Undergraduate","No","No","No","No","No","Yes","Private","Yes","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","Yes","No","Receiving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","No","No","Yes","No","Mysterious","No","No","Tunes","People","No","No","Yes","Yes","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","No","Yes","Yes","No","No","No","Yes","No","Own","Optimist","Dad","No","No","No","Yes","Check!","No","No","No","Yes","Yes","No","Yes","No","No","Yes","Republican"
"58",102,"Over65","Female","over $150,000","Married (w/kids)","Bachelor's Degree","No","No","No","No","Yes","Yes","Public","No","Yes","No","No","Yes","No","Yes","Art","Try first","Yes","No","Yes","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Odd hours","Yes","Happy","No","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Me","No","No","No","Yes","No","TMI","Yes","No","Talk","Technology","No","No","Yes","No","No","Supportive","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","Online","Yes","No","Yes","No","Yay people!","Yes","No","No","Yes","Yes","No","No","Yes","No","No","Yes","No","Own","Optimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Republican"
